Scene No,Character1,Narrative,Character2
133,HARRY,"Well, how is it that a baby with
no extraordinary magical talent
managed to defeat the greatest
wizard of all time? How did you
escape with nothing but a scar,
while Lord Voldemort's powers were
destroyed?",TOM RIDDLE
133,TOM RIDDLE,Why do you care how I escaped? Voldemort was after your time.,HARRY
133,HARRY,"Voldemort is my past, present and
future.",TOM RIDDLE
133,TOM RIDDLE,You. You're the heir of Slytherin. You're Voldemort?,HARRY
133,HARRY,"""I AM LORD VOLDEMORT.""",TOM RIDDLE
133,TOM RIDDLE,You. You're the heir of Slytherin. You're Voldemort?,HARRY
133,HARRY,Surely you didn't think I would keep my filthy Muggle father's name?,TOM RIDDLE
133,TOM RIDDLE,"No, I fashioned myself a new name, a name I knew wizards everywhere would one day fear to speak, when I became the greatest sorcerer in the world.",HARRY
133,HARRY,Albus Dumbledore is the greatest sorcerer in the world!,TOM RIDDLE
133,TOM RIDDLE,Dumbledore's been driven out of this castle by the mere memory of me.,HARRY
133,HARRY,He'll never be gone! Not as long as those who remain are loyal to him!,TOM RIDDLE
133,TOM RIDDLE,Fawkes.,HARRY
133,HARRY,This is what Dumbledore sends his defender! A songbird and an old hat!,TOM RIDDLE
133,TOM RIDDLE,"Speak to me, Slytherin.",HARRY
133,TOM RIDDLE,"Let's match the powers of Lord Voldemort, Heir of Salazar Slytherin, against the famous
Harry Potter, shall we?",HARRY
133,TOM RIDDLE,Kill him!,HARRY
133,TOM RIDDLE,"Parseltongue won't save you now, Potter. The Basilisk only obeys me.",HARRY
133,HARRY,"Don't look. Don't look into its
eyes.",HARRY
133,TOM RIDDLE," Fool! Think you're safe!   It can
still hear you!",HARRY
133,TOM RIDDLE,"Yes, Potter. The process is nearly complete. In a few minutes, Ginny Weasley will be dead. And I will cease to be a memory. Lord Voldemort will return. Very much... alive.",HARRY
133,TOM RIDDLE,"Remarkable, isn't it? How quickly the venom of the Basilisk penetrates the body? If you have any final words, Potter, you'd best speak them now. I'd guess
you have little more than a minute to live.",HARRY
133,TOM RIDDLE,"So ends the famous Harry Potter. On his knees in the Chamber of Secrets. Defeated at last by the Dark Lord he so unwisely challenged. You'll be back with your dear Mudblood mother soon, Harry...",HARRY
133,TOM RIDDLE,"Funny, isn't it? silly little book Especially in the little girl.",HARRY
133,TOM RIDDLE,"What are you doing? No. Stop... Riddle's face creases in fear. He LUNGES FORWARD. But Harry is too quick. Raising his hand high... he PLUNGES THE FANG into the book. Instantly, BLACK INK SPURTS from the pages.",HARRY
133,TOM RIDDLE,No!,HARRY
133,GINNY,"Harry. It was me! But I swear, I didn't mean to... Riddle made me. He wrote to me... took me over... I didn't even know whose diary it was. I found it inside my cauldron. The day we all went to Diagon Alley and... Harry. You're hurt...",HARRY
133,HARRY,Ginny. You need to get yourself out... Follow the chamber... You'll find Ron...,GINNY
133,HARRY,"You were brilliant, Fawkes. I
just... wasn't quick enough.",FAWKES
133,HARRY,Of course. Dumbledore told me. Phoenix tears have healing powers.,GINNY
133,HARRY,"It's all right, Ginny. It's over. It's just a memory...",GINNY
134,RON,Ginny!,GINNY
134,RON,You're alive. I can't believe it.,GINNY
134,GINNY,"I'm going to be expelled, I just
know it!",RON
134,RON,Remind you of anyone?,HARRY
134,HARRY,Where's Lockhart?,RON
134,RON,His Memory Charm backfired. Hasn't got a clue who he is. I keep having to stop him wandering off. He's a danger to himself.,HARRY
134,GILDEROY LOCKHART,"Hello. Odd sort of place, this, isn't it? Do you live here?",HARRY
134,GILDEROY LOCKHART,"Hello. Odd sort of place, this, isn't it? Do you live here?",RON
134,RON,No.,GILDEROY LOCKHART
134,RON,What's with the bird?,HARRY
134,HARRY,I think... I think he's telling me he can take us out of here.,RON
134,GILDEROY LOCKHART,Amazing!   This is just like magic!,GILDEROY LOCKHART
135,DUMBLEDORE,Ingenious. Simply... ingenious.,HARRY
135,DUMBLEDORE,Ingenious. Simply... ingenious.,RON
135,DUMBLEDORE,"Of course, Tom Riddle was probably the most brilliant student Hogwarts has ever seen. I taught him myself fifty years ago. After he left, I would occasionally hear stories of his activities -- dark rumors -- but after awhile, even the rumors stopped. When he finally resurfaced as Lord Voldemort, most people had completely forgotten the clever Head Boy he'd once been.",HARRY
135,DUMBLEDORE,"Of course, Tom Riddle was probably the most brilliant student Hogwarts has ever seen. I taught him myself fifty years ago. After he left, I would occasionally hear stories of his activities -- dark rumors -- but after awhile, even the rumors stopped. When he finally resurfaced as Lord Voldemort, most people had completely forgotten the clever Head Boy he'd once been.",RON
135,GINNY,"I didn't know whose diary it was, sir. I swear. I found it inside my cauldron.",DUMBLEDORE
135,GINNY,"The day we all went to Diagon
Alley.",DUMBLEDORE
135,GINNY,But I understand if... given all the trouble I've caused... if you --,DUMBLEDORE
135,DUMBLEDORE,"Wiser wizards than you have been hoodwinked by Lord Voldemort, Miss Weasley. No, I think you've endured enough. I would suggest a bit of bed rest, however. And perhaps a large mug of hot chocolate. I always find that cheers me up. Minerva, will you show Arthur and Molly up to the hospital wing?",GINNY
135,McGONAGALL,"Certainly, Albus.",DUMBLEDORE
135,MRS. WEASLEY,"A diary that writes back to you! Honestly, Ginny! What were you thinking? Haven't I always told you? Never trust anything that can think for itself if you can't see where it keeps its brain!",GINNY
135,DUMBLEDORE,"You two realize, of course, that in the last few hours, you have broken perhaps a dozen school rules?",HARRY
135,DUMBLEDORE,"You two realize, of course, that in the last few hours, you have broken perhaps a dozen school rules?",RON
135,HARRY,"Yes, sir.",DUMBLEDORE
135,RON,"Yes, sir.",DUMBLEDORE
135,DUMBLEDORE,And that there is sufficient evidence to expel you both?,HARRY
135,DUMBLEDORE,And that there is sufficient evidence to expel you both?,RON
135,HARRY,"Yes, sir.",DUMBLEDORE
135,RON,"Yes, sir.",DUMBLEDORE
135,DUMBLEDORE,"Therefore, it seems only fitting...",HARRY
135,DUMBLEDORE,"Therefore, it seems only fitting...",RON
135,DUMBLEDORE,"That you both receive Special Awards for Services to the School. And -- let me see -- yes, I think two hundred points apiece, which, I believe, should be more than enough to secure Gryffindor the House Cup.",HARRY
135,DUMBLEDORE,"That you both receive Special Awards for Services to the School. And -- let me see -- yes, I think two hundred points apiece, which, I believe, should be more than enough to secure Gryffindor the House Cup.",RON
135,HARRY,"Thank you, sir.",DUMBLEDORE
135,RON,"Thank you, sir.",DUMBLEDORE
135,DUMBLEDORE,"Now, Mr. Weasley, if you would, have an owl deliver these release papers to Azkaban. We need our gamekeeper back.",HARRY
135,DUMBLEDORE,"Now, Mr. Weasley, if you would, have an owl deliver these release papers to Azkaban. We need our gamekeeper back.",RON
135,HARRY,"It's just, you see, sir, I couldn't help noticing certain things. Certain similarities. Between Tom Riddle and me.",DUMBLEDORE
135,DUMBLEDORE,"You can speak Parseltongue, Harry, because Lord Voldemort can speak Parseltongue. Unless I'm much mistaken, he transformed some of his own powers to you the night he gave you that scar.",HARRY
135,HARRY,Voldemort put a bit of himself in me?,DUMBLEDORE
135,DUMBLEDORE,"Not intentionally, but... yes.",HARRY
135,HARRY,So the Sorting Hat was right. I should be a Slytherin.,DUMBLEDORE
135,DUMBLEDORE,"It's true, Harry. You do possess many of the qualities Voldemort himself prizes. Resourcefulness. Determination. A certain disregard for the rules. Yet the Sorting Hat placed you in Gryffindor.",HARRY
135,HARRY,Only because I asked it to.,DUMBLEDORE
135,DUMBLEDORE,"Exactly. Which makes you very different from Voldemort. It's not our abilities that show what we truly are, Harry. It's our choices.",HARRY
135,DUMBLEDORE,"If you want proof that you belong in Gryffindor, Harry, I suggest you look more closely at this.",HARRY
135,HARRY,Godric Gryffindor.',DUMBLEDORE
135,DUMBLEDORE,Only a true Gryffindor could have pulled that out of the Hat.,HARRY
135,HARRY,"Dobby! This is your Master? The
family you serve is the Malfoys!",LUCIUS MALFOY
135,LUCIUS MALFOY,"Out of my way, Potter.",HARRY
135,LUCIUS MALFOY,So! You've returned!,DUMBLEDORE
135,DUMBLEDORE,"Yes. When the governors heard
that Arthur Weasley's daughter had been taken into the Chamber, they saw fit to summon me back.",LUCIUS MALFOY
135,DUMBLEDORE,"Curiously, several of them seemed under the impression that you would curse their families if they didn't agree to suspend me in the first place, Lucius.",LUCIUS MALFOY
135,LUCIUS MALFOY,"From the beginning, my only concern has been the welfare of this school and its students.
I assume the culprit has been identified.",DUMBLEDORE
135,DUMBLEDORE,"Oh yes. It was Voldemort. Only this time, he chose to act through someone else. By means of...
this.",LUCIUS MALFOY
135,DUMBLEDORE,"Fortunately, our young Mr. Potter discovered it.",LUCIUS MALFOY
135,DUMBLEDORE,"One only hopes that no more of
Lord Voldemort's old school things find their way into innocent hands. The consequences for the one responsible could be...
severe.",LUCIUS MALFOY
135,LUCIUS MALFOY,"Come, Dobby. We're leaving.",DUMBLEDORE
135,HARRY,"Sir? I wonder if I could have
that.",DUMBLEDORE
135,HARRY,"Mr. Malfoy! I have something of
yours.",LUCIUS MALFOY
135,LUCIUS MALFOY,Mine? I don't know what you're talking about.,HARRY
135,HARRY,"I think you do, sir. I think you slipped it into Ginny Weasley's cauldron that day in Diagon Alley.",LUCIUS MALFOY
135,LUCIUS MALFOY,Prove it!,HARRY
135,LUCIUS MALFOY,"Dobby! Dobby, come!",DOBBY
135,DOBBY,"Master has given Dobby a sock.
Master has presented Dobby with clothes. Dobby is... free!",LUCIUS MALFOY
135,LUCIUS MALFOY,What? I didn't --,DOBBY
135,LUCIUS MALFOY,You've lost me my servant!,DOBBY
135,DOBBY,You shall not harm Harry Potter!,LUCIUS MALFOY
135,LUCIUS MALFOY,"Mark my words, Harry Potter. You'll meet the same sticky end as your parents one of these days. They were meddlesome fools too.",HARRY
135,DOBBY,Harry Potter freed Dobby! Dobby ever repay him?,HARRY
135,HARRY,Just promise me something.,DOBBY
135,DOBBY,"Anything, sir.",HARRY
135,HARRY,Never try to save my life again.,DOBBY
137,HERMIONE,You solved it! You solved it!,HARRY
137,HARRY,With loads of help from you.,HERMIONE
137,RON,"Welcome back, Hermione.",HERMIONE
137,DUMBLEDORE,"Before we begin our feast, let's give a round of applause to Professor Sprout and Madame Pomfrey, whose Mandrake Juice has been successfully administered to all those who had been petrified.",EVERYONE
137,DUMBLEDORE,"Also, in the wake of recent events, as a school treat, all exams have been cancelled.",EVERYONE
137,HERMIONE,"Oh, no!",HERMIONE
137,HAGRID,Sorry I'm late. The owl deliverin' my release papers got all lost 'n confused. Some ruddy bird named Errol.,HARRY
137,HAGRID,Sorry I'm late. The owl deliverin' my release papers got all lost 'n confused. Some ruddy bird named Errol.,RON
137,HAGRID,Sorry I'm late. The owl deliverin' my release papers got all lost 'n confused. Some ruddy bird named Errol.,HERMIONE
137,HAGRID,"I jus' want to say... that if it wasn't fer' you, Harry... you an' Ron... and Hermione... Well, I jus' want to say... Thanks.",HARRY
137,HAGRID,"I jus' want to say... that if it wasn't fer' you, Harry... you an' Ron... and Hermione... Well, I jus' want to say... Thanks.",RON
137,HAGRID,"I jus' want to say... that if it wasn't fer' you, Harry... you an' Ron... and Hermione... Well, I jus' want to say... Thanks.",HERMIONE
137,HARRY,"There's no Hogwarts without you,
Hagrid.",HAGRID
